"Day","Tide"
2019-01-01,0.7420076046924132
2019-01-14,0.4290530051442209
2019-01-28,0.4683390086988864
2019-02-01,0.7455912303354781
2019-02-14,0.5284340872160864
2019-02-28,0.47586015374444623
2019-03-01,0.5585481769783743
2019-03-14,0.5856179330354541
2019-03-28,0.49447197838884516
2019-04-01,0.6712181724416227
2019-04-14,0.7018526328466885
2019-04-28,0.44316488185898406
2019-05-01,0.783251081008173
2019-05-14,0.8458977016672986
2019-05-28,0.4961031250853667
2019-06-01,0.9623462355499257
2019-06-14,1.0028998939124891
2019-06-28,0.6500956288541736
2019-07-01,1.0078220351376879
2019-07-14,0.9453400727521459
2019-07-28,0.7046847946475581
2019-08-01,1.22597363187987
2019-08-14,0.9375769526817573
2019-08-28,0.9777014964486238
2019-09-01,1.368292836683142
2019-09-14,1.033181700622949
2019-09-28,1.2821566841176522
2019-10-01,1.3109524161168569
2019-10-14,1.0897862624585088
2019-10-28,1.3402316372221508
2019-11-01,0.955880845937772
2019-11-14,1.0906951632903503
2019-11-28,1.18249326922715
2019-12-01,0.8268995890941817
2019-12-14,1.1323848188581653
2019-12-28,1.0509964577151798
2020-01-01,0.6623034752405124
2020-01-14,1.1467375069554442
2020-01-28,0.9236340239374696
2020-02-01,0.4294828937404492
2020-02-14,0.9807118757642528
2020-02-28,0.8464589010815632
2020-03-01,0.5855269079920462
2020-03-14,0.9903635286000936
2020-03-28,0.9125170103678363
2020-04-01,0.548951402087599
2020-04-14,0.7166054774004433
2020-04-28,0.49390504310335115
2020-05-01,0.6300162591702896
2020-05-14,0.6140078883111861
2020-05-28,0.4729386770666448
2020-06-01,0.8089584489169669
2020-06-14,0.4474364471615711
2020-06-28,0.7827247811741249
2020-07-01,0.8989888110052526
2020-07-14,0.4656446934668286
2020-07-28,0.7692749750559047
2020-08-01,1.036722445243206
2020-08-14,0.6036396271452265
2020-08-28,0.7768535111392338
2020-09-01,1.0150765991761488
2020-09-14,0.8054275094846663
2020-09-28,0.7950356784280275
2020-10-01,0.9800897487115802
2020-10-14,0.9208911315455264
2020-10-28,0.741262775774264
2020-11-01,1.0588836485474573
2020-11-14,1.2391776833395387
2020-11-28,0.871241171663945
2020-12-01,1.059149443407847
2020-12-14,1.275775658961257
2020-12-28,0.9041642189035728
2021-01-01,1.0950547556736991
2021-01-14,1.2099932256490478
2021-01-28,1.0762913259983553
2021-02-01,1.0831610800229965
2021-02-14,1.00300834119321
2021-02-28,1.2110417962982727
2021-03-01,1.217474795899268
2021-03-14,1.0504743666550143
2021-03-28,1.193929653846717
2021-04-01,1.1558970274523692
2021-04-14,1.0061962710781112
2021-04-28,1.3263630725030473
2021-05-01,1.0616433268517018
2021-05-14,1.0098317159318015
2021-05-28,1.3052900067159952
2021-06-01,0.8192269873847933
2021-06-14,0.98153782453836
2021-06-28,1.104317013667457
2021-07-01,0.6457568001583356
2021-07-14,0.9793659453981072
2021-07-28,0.9403945542427812
2021-08-01,0.4339063141232654
2021-08-14,0.9090181039085101
2021-08-28,0.7127624567601982
2021-09-01,0.0
2021-09-14,0.73368127808133
2021-09-28,0.5425231803723015
2021-10-01,0.4007078682605241
2021-10-14,0.39858824118402364
2021-10-28,0.6319518518427844
2021-11-01,0.7487819865528331
2021-11-14,0.7130438158567931
2021-11-28,0.4456075556180999
2021-12-01,0.8518749677325212
2021-12-14,0.6069840984571777
2021-12-28,0.6232783006138879
